ID,ID_IN_BOOK,PROVERB,LANGUAGE,EXPLANATION (ORIGINAL LANGUAGE),EXPLANATION (ENGLISH),CATEGORY,
ZH_0208,D,得趣便抽身,ZH,指得到好处随即就得溜走，不能沉湎其中。比喻做事要知足，要适可而止，该抽身时就抽身，功成身退。,"Once you have gained the advantage, you should withdraw promptly and not linger. One should know when enough is enough, stop while ahead, and retire after success.",Social Military Politics,
ZH_0209,D,灯台照人不照己,ZH,比喻对别人的问题看得很透彻，但对自己就没有自知之明。,"One can see through other people's problems with great clarity, yet lacks self-awareness about one's own shortcomings.",Social Military Politics,
ZH_0210,D,地头文书铁箍桶,ZH,指地方官府权势比较大，判定的结论不容易改变。,"Local authorities wield considerable power, and their rulings are not easily overturned.",Social Military Politics,
ZH_0211,D,钉子碰着铁头,ZH,意指双方都十分强硬。,Both sides are equally unyielding and refuse to back down.,Social Military Politics,
ZH_0212,D,丢了拐杖就受狗的气,ZH,指手中没有木棍，狗就会来咬你。换句说话，人不能放弃自卫的权力，要不然就会受欺负。,"Without a stick in your hand, the dog will come and bite you. In other words, one must not give up the right to self-defense, or one will be bullied.",Social Military Politics,
ZH_0213,D,东山的老虎吃人，西山的老虎也吃人,ZH,喻指坏人的本质都是相同的。,All bad people share the same nature at heart.,Social Military Politics,
ZH_0214,D,东庄的土地到西庄不灵,ZH,比喻权力不在管辖范围之内就不起作用。,Authority has no effect outside its own jurisdiction.,Social Military Politics,
ZH_0215,D,动了太岁头上土，无灾也有祸,ZH,古时认为太岁之神在地，如果要动土，就得避开太岁的方位，要不然就会遭受祸害。意指触犯了有权势的人会遭受祸害。,"In ancient times, it was believed that the god Taisui resided underground, and anyone digging earth had to avoid his position or suffer calamity. This means that offending a powerful person will bring disaster upon oneself.",Social Military Politics,
ZH_0216,D,肚里没病死不了人,ZH,比喻做人只要磊落光明，什么诽谤也不用怕。,"As long as one is open and upright, one need not fear any slander.",Social Military Politics,
ZH_0217,D,肚里没冷病，不怕吃西瓜,ZH,比喻不做亏心事，就不担心外人的闲言碎语。也比喻自己行为正派不做坏事，就不担心外人的批评和议论。,"If one does nothing to trouble one's conscience, one need not worry about gossip from others. If one's conduct is upright and one commits no wrongdoing, one need not fear criticism or comment from outsiders.",Social Military Politics,
ZH_0218,D,对不识字人，莫作才语,ZH,跟不识字的人讲话，要避开文雅的话题。比喻说话要看对象，要因人而异。,"When speaking with an illiterate person, one should avoid literary or highbrow topics. One should tailor one's speech to the audience.",Social Military Politics,
ZH_0219,D,对牛弹琴，牛不入耳,ZH,用来讥笑说话不看对象的人。比喻讲话不看对象，对愚人讲深奥的道理就会毫无意义。,This is used to mock those who do not consider their audience when speaking. Expounding profound principles to someone who cannot understand them is utterly pointless.,Social Military Politics,
ZH_0220,D,多个香炉多个鬼,ZH,指多一件事物就多一些烦恼。,Every additional thing one acquires brings additional worries.,Social Military Politics,
ZH_0221,D,多里捞摸,ZH,指尽力多多获取。,Try to obtain as much as possible.,Social Military Politics,
ZH_0222,D,多龙多旱,ZH,指龙多了反而互相推诿，谁也不施雨。比喻人多了做事的效率反而会降低。,"When there are too many dragons, they pass the responsibility to one another and none brings rain. When there are too many people involved, efficiency actually decreases.",Social Military Politics,
ZH_0223,D,多算胜少算,ZH,多做谋划一定能胜过少做谋划的。也就是说，凡事应多考虑。,"More planning will always prevail over less planning. In all matters, one should think things through carefully.",Social Military Politics,
ZH_0224,D,多用兵不如巧用计,ZH,打仗靠的是计谋而不是人数，意指智取优于力取。,"Wars are won by strategy, not by numbers — outwitting the enemy is superior to overpowering them.",Social Military Politics,
ZH_0225,D,躲得和尚躲不得寺,ZH,指和尚能躲过，和尚住的寺院却躲不过。也指出现了问题，当事人逃了，但事体依然还在。即无论如何也逃脱不掉。换句话说，虽然暂时可以逃避，但最终还是得面对。,"The monk can hide, but the temple cannot. When trouble arises, the person involved may flee, but the matter itself remains. There is ultimately no escape. Although one may avoid something temporarily, one must face it in the end.",Social Military Politics,
ZH_0226,E,恶狗怕揍，恶人怕斗,ZH,指恶人都欺软怕硬，要敢于同恶人斗争到底。,Evil people bully the weak and fear the strong — one must dare to fight them to the very end.,Social Military Politics,
ZH_0227,E,恶虎难斗肚里蛇,ZH,意思是再凶猛的老虎也打不过钻进肚子里的蛇。比喻内部的对手是心腹之患，是最难对付的。,"No matter how fierce a tiger may be, it cannot defeat a snake that has burrowed into its belly. Internal enemies are the most dangerous, for they are the hardest to guard against.",Social Military Politics,
ZH_0228,E,恶马恶人骑,ZH,比喻恶人会有更凶恶的人来制伏他。,"For every wicked person, there is someone even more ruthless who will bring them to heel.",Social Military Politics,
ZH_0229,E,饿急了吃五毒，渴急了喝盐卤,ZH,五毒：旧时称蝎子，蛇、壁虎、蜈蚣和蜘蛛为五种毒虫。比喻遇到急事便由不得自己选择。,"The ""five venomous creatures"" in old times referred to scorpions, snakes, geckos, centipedes, and spiders. When faced with an urgent matter, one has no luxury of choice.",Social Military Politics,
ZH_0230,E,饿了来馒头，困了遇枕头,ZH,指所希望的所需要的，得到了满足或实现。,What one hopes for and needs has been fulfilled or realized.,Social Military Politics,
ZH_0231,F,罚不择骨肉，赏不避仇雠,ZH,骨肉：指父母、兄弟、子女等亲人。雠：对手，仇雠即仇人。惩罚的时候，不考虑是否是亲人；奖赏的时候，不考虑是否是仇人。指赏罚应一视同仁，不分亲疏远近。,"""Flesh and bone"" refers to parents, siblings, children, and other close kin. ""Chóu"" means adversary or enemy. When meting out punishment, one does not consider whether the person is a relative; when bestowing rewards, one does not consider whether the person is a foe. Rewards and punishments should be applied impartially, without regard to closeness or distance of relationship.",Social Military Politics,
ZH_0232,F,法不责众,ZH,意谓法律不能制裁大多数人，只能制裁少部分人。,The law cannot punish the majority — it can only punish the few.,Social Military Politics,
ZH_0233,F,法律不能松，松了乱哄哄,ZH,意谓建立健全的法制十分重要要不然社会秩序就会混乱。,"Establishing a sound legal system is of the utmost importance; otherwise, social order will descend into chaos.",Social Military Politics,
ZH_0234,F,法网恢恢，疏而不漏,ZH,天道的祛网，看起来虽然稀疏，但实际上不会漏掉任何一个作恶多端的人。比喻作恶者终究会受制于法。,"The net of Heaven's justice appears loose and wide-meshed, yet in truth it lets no evildoer slip through. Those who commit evil will ultimately be brought to justice.",Social Military Politics,
ZH_0235,F,法无全利,ZH,指法令难以完美无缺。,Laws and statutes can never be entirely flawless or perfect.,Social Military Politics,
ZH_0236,F,法无三日严，草是年年长,ZH,执法经常是开始严格后来松懈罪犯却往往像青草一样不断滋生。,"Law enforcement is often strict at first but grows lax over time, while criminals keep springing up endlessly like wild grass.",Social Military Politics,
ZH_0237,F,法正天心顺，官清民自安,ZH,执法公正，老天也会顺应；为官清廉，百姓自然平安无事。,"When the law is enforced justly, Heaven itself responds favorably; when officials are incorruptible, the people naturally live in peace.",Social Military Politics,
ZH_0238,F,法字没多重，万人抬不动,ZH,法律制度庄严神圣，不可动摇，无论是谁都必须遵守。,"The legal system is solemn and sacred, unshakable — everyone, without exception, must abide by it.",Social Military Politics,
ZH_0239,F,防虎容易防鬼难,ZH,指暗中陷害人比猛虎害人还不容易防范。,A person who harms others in secret is even harder to guard against than a man-eating tiger.,Social Military Politics,
ZH_0240,F,防君子不防小人,ZH,指不论什么制度和措施对那些一心作乱的小人来说，都很难有约束力。,"No matter what system or measure is put in place, it is nearly impossible to restrain those petty villains who are bent on making trouble.",Social Military Politics,
ZH_0241,F,放长线，钓大鱼,ZH,把渔竿上的线放得长长的，期望可以钓到大鱼。意指策划周密，引出深藏的、关键的敌人，以求更大的收获。,"Let the fishing line out long, in hopes of catching a big fish. This means to plan carefully and patiently, drawing out a deeply hidden and critical enemy in order to achieve a greater gain.",Social Military Politics,
ZH_0242,F,放虎归山，必成大害,ZH,意指放走了强敌，日后必然会造成大祸患。,Letting a powerful enemy escape will inevitably lead to great disaster in the future.,Social Military Politics,
ZH_0243,F,飞沙再大也遮不住牧人的眼睛,ZH,风沙再大也遮挡不了牧人灵敏的双眼。意指政治目光锐敏的人有能力分辨清楚错综复杂的问题。,"No matter how fierce the sandstorm, it cannot blind the keen eyes of the herdsman. A person with sharp political insight has the ability to see clearly through the most tangled and complex of situations.",Social Military Politics,
ZH_0244,F,非理之财莫取，非理之事莫为,ZH,指违背情理的钱财不可以获取，违背情理的事情不可以去做。,Money gained against reason and conscience should not be taken; deeds that violate propriety and justice should not be done.,Social Military Politics,
ZH_0245,F,肥水不流别人田,ZH,比喻不让别人沾自己的光。换句话说，好处或便宜不能让外人给白白得去了。,"Not letting others benefit from one's own advantage. In other words, one should not allow outsiders to freely enjoy benefits that belong to oneself.",Social Military Politics,
ZH_0246,F,风吹鸡蛋壳，财去人安乐,ZH,指没有钱财，人的生活反而会轻松。,"Without wealth, a person's life is actually lighter and more carefree.",Social Military Politics,
ZH_0247,F,风大伴墙走,ZH,指遇到大风，贴近墙根走。比喻遇到强敌，可暂时回避一下。,"When a great wind blows, walk close to the base of the wall. When facing a powerful enemy, one may temporarily step aside and avoid direct confrontation.",Social Military Politics,
ZH_0248,F,逢桥须下马，过渡莫争先,ZH,指过桥时要下马步行，渡河时不能争先上船。比喻外出行走要时刻注意安全，碰到危险要采取防范措施。,"Dismount when crossing a bridge; do not rush to board a boat when crossing a river. When traveling, one must always be mindful of safety and take precautions when encountering danger.",Social Military Politics,
ZH_0249,F,佛门虽大，难度无缘之人,ZH,度：僧尼引导俗人出家。没有佛缘的人不容易成为信徒。,"""Dù"" means for a monk or nun to guide a layperson into monastic life. A person without karmic affinity with the Buddha will not easily become a devotee.",Social Military Politics,
ZH_0250,F,扶不起的刘阿斗,ZH,刘禅虽然有诸葛亮的扶持，但仍没有保住刘备打下的江山。意指碌碌无为的庸人。,"Although Liu Shan had the support of Zhuge Liang, he still could not preserve the empire that Liu Bei had won. This refers to a mediocre and incompetent person who accomplishes nothing of value.",Social Military Politics,
ZH_0251,F,腐木不可以为柱，卑人不可以为主,ZH,不能用腐朽的木材做房屋的柱子，不能让地位低下的人来主事。指让卑微的人主事有可能坏事。,"Rotten wood cannot be used as a pillar for a house, and a person of low standing should not be put in charge of important affairs. Placing someone unfit in a position of authority may ruin everything.",Social Military Politics,
ZH_0252,F,妇女能顶半边天，离了妇女没吃穿,ZH,指妇女的能力和贡献与男子一样大，离开妇女很多事情办不成。,"Women's abilities and contributions are equal to those of men — without women, many things simply cannot be accomplished.",Social Military Politics,
ZH_0253,F,富贵不压乡里,ZH,指人富贵了，有了权势，不应该欺压自己的乡亲。,"When a person gains wealth and power, they should not use it to bully their own fellow villagers and neighbors.",Social Military Politics,
ZH_0254,G,干吃大鱼不费网,ZH,比喻没出力却捡了个大便宜。,"Not having contributed any effort, yet picking up a great bargain. This describes someone who profits without doing any work.",Social Military Politics,
ZH_0255,G,钢刀虽快，不斩无罪之人,ZH,指国家的法律虽然严格，但也不会处罚无罪之人。,"Although a nation's laws are strict, they will not punish an innocent person.",Social Military Politics,
ZH_0256,G,告人死罪得死罪,ZH,诬告别人犯死罪的人，自己也得死罪。意谓告状这种事责任重大，应当非常慎重。,One who falsely accuses another of a capital crime shall themselves receive the death penalty. Filing a lawsuit is a matter of grave responsibility and should be approached with the utmost caution.,Social Military Politics,
ZH_0257,G,鸽子向旺处飞,ZH,指鸽子愿意到人烟兴旺的地方去。比喻古时势利人都愿意攀附有钱有势的人。,"Pigeons prefer to go where there are thriving settlements. In ancient times, opportunistic people always sought to attach themselves to the wealthy and powerful.",Social Military Politics,
ZH_0258,G,隔行不隔理,ZH,行：行业。指行业不同，但道理一样、相通。换句话说，行业虽然不一样，但基本事理和规律却是相差无几的。,"""Háng"" means trade or profession. Though trades differ, the underlying principles are the same. In other words, although industries may vary, the fundamental logic and patterns are much alike.",Social Military Politics,
ZH_0259,G,个人事小，国家事大,ZH,指个人利益要服从国家利益。,Individual interests must be subordinated to the interests of the state.,Social Military Politics,
ZH_0260,G,各处各乡俗，一处一规矩,ZH,意思是不同的地方都有各自不同的风俗习惯和规矩。,"Different places each have their own distinct customs, habits, and rules.",Social Military Politics,
ZH_0261,G,各打各的算盘,ZH,每个人都在打自己的算盘。意指各人都在盘算各自的利益。,Everyone is working their own abacus. Each person is calculating their own interests.,Social Military Politics,
ZH_0262,G,各人洗面各人光,ZH,指各人做事各人自己受益。比喻自己动手做事，自己先受益。,Each person does their own work and reaps their own benefit. Do it yourself and you are the first to benefit.,Social Military Politics,
ZH_0263,G,耕牛无宿草，仓鼠有余粮,ZH,意指辛苦劳作却一无所有，不费力气却生活富裕。,"Those who toil bitterly have nothing, while those who exert no effort live in comfort.",Social Military Politics,
ZH_0264,G,公道不公道，自有天知道,ZH,意谓办事公正与否，无人知晓。,"Whether something is handled fairly or not, no one really knows.",Social Military Politics,
ZH_0265,G,公道自在人心,ZH,指不论什么事大家自有公正的评判。换句话说，公正的道理本身就在大家的心里，是非曲直自有公论。,"The public will always render a fair judgment on any matter. In other words, the sense of justice resides in everyone's heart, and right and wrong will ultimately be determined by public opinion.",Social Military Politics,
ZH_0266,G,公门好修行,ZH,古时认为在衙门中干事的人容易行善。,"In ancient times, it was believed that those who worked in government offices had easy opportunities to do good deeds.",Social Military Politics,
ZH_0267,G,公人见钱，如蝇见血,ZH,差役看见老百姓手里的财物，就像苍蝇看见血一样。意指古时的差吏敲诈勒索百姓，贪婪成性。,"Government runners eye the common people's possessions the way flies are drawn to blood. In ancient times, petty officials extorted the populace and were insatiably greedy.",Social Military Politics,
ZH_0268,G,公生明，廉生威,ZH,公正才能廉明，廉洁才会有威望。意思是做官应该公正廉洁。,"Fairness leads to integrity, and integrity earns respect. An official should be just and incorruptible.",Social Military Politics,
ZH_0269,G,公则民不敢慢，廉则吏不敢欺,ZH,公正，老百姓就不敢怠慢；廉洁，属吏就不敢欺诈。指做官一定要清正廉洁。,"When an official is fair, the people dare not be negligent; when an official is clean, subordinates dare not cheat. One who holds office must be upright and incorruptible.",Social Military Politics,
ZH_0270,G,公众马，公众骑,ZH,大家的马，大家都有权力骑。意指公共财物大家都可以享用。,A communal horse may be ridden by all. Public property may be enjoyed by everyone.,Social Military Politics,
ZH_0271,G,功者难成而易败，时者难得而易失,ZH,建功立业困难而失败却很容易，抓住机会艰难而失去机会更容易。,Achieving success is difficult while failure comes easily; seizing opportunity is hard while losing it is effortless.,Social Military Politics,
ZH_0272,G,攻其不备，出其不意,ZH,敌人毫无防备时进攻，敌人预料不到时出击。,Attack when the enemy is unprepared; strike when the enemy least expects it.,Social Military Politics,
ZH_0273,G,恭敬不如从命,ZH,恭敬谦让，不如服从。意指在别人赠送礼物或请去吃饭时，应以听从主人的意见最好。,"Rather than being overly polite and deferential, it is better simply to comply. When someone offers a gift or extends an invitation, the best course is to graciously accept the host's wishes.",Social Military Politics,
ZH_0274,G,狗肉上不得台盘，稀泥巴糊不上壁,ZH,指狗肉档次不高，上不了宴席；稀泥不够黏，糊不到墙壁上。比喻素质低的人不值得抬举或见不了世面。,Dog meat is too lowly for a banquet table; thin mud is too weak to stick to a wall. A person of poor quality cannot be elevated or presented in polite society.,Social Military Politics,
ZH_0275,G,姑口烦而妇耳顽,ZH,姑：此处指婆婆。妇：此处指儿媳。指婆婆的嘴如果整天唠叨个不停，媳妇的耳朵也就听腻了。也比喻如果领导说话太絮烦了，属下就会充耳不阐。,"""Gū"" here refers to the mother-in-law; ""fù"" refers to the daughter-in-law. If the mother-in-law nags endlessly, the daughter-in-law's ears grow numb to it. Likewise, if a leader talks too much, subordinates will simply stop listening.",Social Military Politics,
ZH_0276,G,关公面前耍大刀,ZH,关公为武将，在他眼前耍弄大刀肯定是自不量力。意指在行家面前卖弄本领，班门弄斧。,"Guan Gong was a great warrior — to brandish a broadsword before him is sheer overconfidence. This means showing off one's skills before a master, like playing an axe before Lu Ban's door.",Social Military Politics,
ZH_0277,G,关节不到，有阎罗包老,ZH,关节：指古时暗中行贿买通官吏。阎罗：迷信者称之为管地狱的神。包老：包拯，北宋丞相。指包公立场刚毅，为官清正，关节也买不通。,"""Guānjié"" refers to secretly bribing officials in ancient times. ""Yánluó"" is the god said to rule the underworld. ""Bāo Lǎo"" is Bao Zheng, the Northern Song chancellor. Bao Zheng was so firm in principle and upright in office that no bribe could ever sway him.",Social Military Politics,
ZH_0278,G,官逼民反，民不得不反,ZH,古时认为官府腐败，逼得老百姓无路可投，只能群起反抗。,"In ancient times, it was believed that when the government became so corrupt that the common people had nowhere to turn, they had no choice but to rise up in rebellion.",Social Military Politics,
ZH_0279,G,官逼民反民自反，君正臣廉民自安,ZH,指官府逼迫压榨，把老百姓都逼上了死路，老百姓就会起来反抗；国君清明公正，大臣们都廉洁奉公，老百姓就会安居乐业。,"When the government oppresses and squeezes the people until they have no way out, the people will revolt. When the sovereign is wise and just and officials are clean and dutiful, the people will live and work in peace and contentment.",Social Military Politics,
ZH_0280,G,官不差病人,ZH,做官的不差遣身体不适的人外出办事。意指在工作上要适当考虑身体不好的人的处境。,An official does not send an ailing person out on errands. One should give due consideration to those in poor health when assigning work.,Social Military Politics,
ZH_0281,G,官不打顺民,ZH,指做官的人不会威逼已经顺从了的老百姓。,An official does not coerce people who have already submitted and complied.,Social Military Politics,
ZH_0282,G,官不离印，货不离身,ZH,做官的官印不能脱手，做生意的货物不能离身。意指必须看管好自己借以谋生的物品。,An official must not let go of their seal of office; a merchant must not be separated from their goods. One must guard carefully whatever one depends upon for a livelihood.,Social Military Politics,
ZH_0283,G,官不容针，私可容车,ZH,指如果按照国法办事，类似于小针般的违法行为也不能宽容；如果徇私舞弊，对再严重的犯法罪行也能网开一面。讽喻古时官吏大多贪赃受贿，私情大于国法。比喻官场中办事没有通融的余地，人们私下交涉变通的可能性却更大。,"If matters are handled strictly by national law, even the slightest infraction cannot be pardoned; if personal connections are used, even the gravest crime can be overlooked. This satirizes how ancient officials mostly accepted bribes and let private relations override the law. In official channels there is no room for flexibility, yet through back channels almost anything can be negotiated.",Social Military Politics,
ZH_0284,G,官不容针，私通车马,ZH,意指官府依法办事，极小的违法之举也不能容许；私下办事，再严重的违法行为都能通融。,"When the government enforces the law, even the smallest violation cannot be tolerated; when matters are handled privately, even the most serious offenses can be accommodated.",Social Military Politics,
ZH_0285,G,官不如管,ZH,指官职再大也比不上直接经管的人权力大。,"No matter how high one's official rank, it cannot compare to the power of the person who directly manages the matter at hand.",Social Military Politics,
ZH_0286,G,官不贪财，兵不怕死,ZH,当官的不贪图钱财，其手下的士兵就不畏惧死亡。意指做领导的人要起到身先士卒的表率作用。,"When those in command are not greedy for money, the soldiers beneath them will not fear death. Leaders must set an example by leading from the front.",Social Military Politics,
ZH_0287,G,官不修衙，客不修店,ZH,为官的不修理衙门，住店的客人不整理店房。意思是苟且度日，没有长远规划。,"Officials do not repair their offices, and inn guests do not tidy their rooms. This describes a mentality of muddling through without any long-term planning.",Social Military Politics,
ZH_0288,G,官差不自由,ZH,为公家办事，不能自己说了算。意指做事情要服从上级的安排。,"When handling public affairs, one cannot make decisions unilaterally. One must follow the arrangements of one's superiors.",Social Military Politics,
ZH_0289,G,官差吏差，来人不差,ZH,意指不管官差有多大差错，被差遣来办事的人本身是没有过错的。官大一品压死人指古时官职大的官吏可以借助手中权力欺压下级。,"No matter how great the error of an official order, the messenger who carries it out bears no fault. A superior who outranks you by even one grade can crush you — in ancient times, higher-ranking officials could use their power to oppress their subordinates.",Social Military Politics,
ZH_0290,G,官大一等，理长一分,ZH,指古时官职越高的人，越是飞扬跋扈，目中无人。,"In ancient times, the higher one's official rank, the more arrogant and overbearing one became, regarding no one as an equal.",Social Military Politics,
ZH_0291,G,官大一品压死人,ZH,指古时官职大的官吏可以借助手中权力欺压下级。,Officials of higher rank could use the power in their hands to oppress those below them.,Social Military Politics,
ZH_0292,G,官断十条路,ZH,官：指衙门官吏。断：决断，判定案子。十：众多的意思。指官府审案有多种方法。比喻官员判定官司，需要迎合相关上司的意图。这是旧官吏遵守的官场规则，也是古时造成冤假错案的主要原因。,"""Guān"" refers to government officials. ""Duàn"" means to render judgment on a case. ""Shí"" here means many or various. The government has many methods for trying cases. Officials deciding lawsuits must cater to the intentions of their relevant superiors. This was the unwritten rule officials followed, and it was also the main cause of unjust and wrongful verdicts in ancient times.",Social Military Politics,
ZH_0293,G,官法不容情,ZH,指国家的法律容不得讲任何的情面。,The law of the land allows no room for personal sentiment or favoritism.,Social Military Politics,
ZH_0294,G,官风正，民风清,ZH,意指为官的清正廉洁，社会风气就会清明。,"When those in office are upright and incorruptible, the moral atmosphere of society will be clear and bright.",Social Military Politics,
ZH_0295,G,官府不打送礼人,ZH,即使是官府也不会殴打为他送礼的人。泛指不应该令淡对自己示好的人。,Even a government office would not beat someone who comes bearing gifts. One should never mistreat those who show goodwill toward oneself.,Social Military Politics,
ZH_0296,G,官凭文书私凭约,ZH,无论做什么事都应该有一定的文字凭证。,"Whatever one does, there should always be written documentation as proof.",Social Military Politics,
ZH_0297,G,官清民自安，法正天心顺,ZH,一个国家当官的如果清正廉洁法律严正，老百姓就能够顺心安定。,"When a nation's officials are upright and its laws are strictly enforced, the common people can live in peace and contentment.",Social Military Politics,
ZH_0298,G,官情如纸薄,ZH,古时认为官场势利，容不得讲人情。,"In ancient times, it was believed that officialdom was driven by self-interest and left no room for personal sentiment.",Social Military Politics,
ZH_0299,G,官事随时变,ZH,意思是在官场上办事，要学会随时事的变化而改变自己的计划。,"In the world of officialdom, one must learn to adapt one's plans as circumstances change.",Social Military Politics,
ZH_0300,G,官土打官墙,ZH,公家的土砌公家的墙。意指公款办公事，专款专用。,Public clay builds the public wall. Public funds should be used for public business — earmarked money for earmarked purposes.,Social Military Politics,
ZH_0301,G,官无三日紧,ZH,古时官场办案经常是前紧后松，草率了事。,"In ancient times, official cases were often handled with initial urgency that quickly tapered off, ending in a hasty and perfunctory conclusion.",Social Military Politics,
ZH_0302,G,官刑好过，私刑难挨,ZH,意思是古时私设公堂所用的刑罚要比官府的刑罚残酷很多，无法让人忍受。,"In ancient times, the punishments inflicted in private, extralegal courts were far more cruel and unbearable than those of the official government.",Social Military Politics,
ZH_0303,G,官中无人，不如归田,ZH,指官场中若没有有权势的人作靠山，就做不长官。,"In officialdom, without a powerful patron to back you, you will not remain in office for long.",Social Military Politics,
ZH_0304,G,光棍不吃眼前亏,ZH,光棍：方言，聪明人。指聪明人在形势不利时要妥协让步。换句话说，聪明人在处于劣势的情况下暂时妥协让步，应该先避免吃眼前亏，然后另谋对策。,"""Guānggùn"" is a dialectal term for a clever person. A clever person knows when to compromise and yield in unfavorable circumstances. In other words, a smart person in a position of weakness will temporarily concede to avoid immediate loss, and then devise a new strategy.",Social Military Politics,
ZH_0305,G,归师勿掩，穷寇莫追,ZH,意思是对败退的敌人不要袭击，对无路可退的残敌不要往死里追赶，谨防其反扑，做垂死挣扎。,Do not attack a retreating enemy; do not pursue a cornered remnant force to the death. Beware of their desperate counterattack in a final struggle for survival.,Social Military Politics,
ZH_0306,G,贵人多忘事,ZH,地位高的人不记得琐碎小事多用作客套或奉承话。,A person of high status does not remember trivial matters. This is often used as a polite or flattering expression.,Social Military Politics,
ZH_0307,G,贵人抬眼看，定是福星临,ZH,指有地位高的人鼎力相助，好运肯定当头。,"With the strong support of a person of high standing, good fortune is sure to come your way.",Social Military Politics,
ZH_0308,G,贵足踏贱地,ZH,意指有身份的、地位高的人光临无身份的、地位低下者的住处。多用作迎宾语句。,A person of high status and distinction graces the humble dwelling of one of low position. This is often used as a welcoming expression for honored guests.,Social Military Politics,
ZH_0309,G,锅里添水，不如釜底抽薪,ZH,"釜：古时的炊事用具,类似于现在的锅。薪：柴火。想要不让水沸腾，用往锅里加水的手段，还不如撤走锅底下的柴火。比喻解决问题要从根本上下手。","""Fǔ"" is an ancient cooking vessel similar to a modern pot. ""Xīn"" means firewood. If you want to stop water from boiling, adding more water to the pot is less effective than removing the firewood beneath it. To solve a problem, one must address it at its root.",Social Military Politics,
ZH_0310,G,国家多难之秋，壮士用命之时,ZH,指国家多灾多难之时，有志之士应敢于为国家献身献策。,"When the nation faces multiple disasters and hardships, people of aspiration should dare to sacrifice themselves and offer their counsel for the country.",Social Military Politics,
ZH_0311,G,国家将兴，必有祯祥；国家将亡，必有妖孽,ZH,祯祥：吉祥的征兆。妖孽：妖魔孽障，泛指怪异不祥的事物。国家将要兴旺发达，必定会有吉祥的征兆；国家将要衰败灭亡，必定会有怪异不祥的事情发生。比喻重大的事故出现之前都有特定的征兆。,"""Zhēnxiáng"" means auspicious omens. ""Yāoniè"" means demons and calamities, broadly referring to strange and inauspicious phenomena. When a nation is about to prosper, there will surely be auspicious signs; when a nation is about to decline and fall, there will surely be strange and ominous events. Major catastrophes always have specific forewarnings before they occur.",Social Military Politics,
ZH_0312,G,国家兴亡，匹夫有责,ZH,意思是国家的兴旺衰败或灭亡，人人都有责任。,"The rise, decline, or fall of a nation is every person's responsibility.",Social Military Politics,
ZH_0313,G,国家有难思良将，人到中年望子孙,ZH,指国家有了外患内乱便指望有良将出来平息；人到中年便盼望有子孙来传宗接代。古时的观念为无后是一大不孝。,"When a nation faces external threats and internal disorder, it looks to capable generals to restore peace; when a man reaches middle age, he hopes for descendants to carry on the family line. In ancient thinking, having no heir was considered a great act of filial impiety.",Social Military Politics,
ZH_0314,G,国将兴，听于民；国将亡，听于神,ZH,指处处考虑到人民的意愿，国家就能兴旺发达；处处听从神灵摆布，国家就会衰败灭亡。,"If a government considers the will of the people in all things, the nation will prosper; if it follows only the dictates of superstition and spirits, the nation will decline and perish.",Social Military Politics,
ZH_0315,G,国君死社稷,ZH,"社稷：社,土神;稷：谷神。古代君王祭祀社稷，随后便以""社稷""措代国家。指国君有理由为国家而死。","""Shèjì"" — ""shè"" is the god of earth; ""jì"" is the god of grain. Ancient rulers offered sacrifices to these deities, and thus ""shèjì"" came to stand for the nation itself. A ruler has just cause to die for the sake of the nation.",Social Military Politics,
ZH_0316,G,国难显忠臣,ZH,当国家遇到危难的时候，才能考验出哪个人是真正的忠臣。,Only when the nation faces peril can one truly identify who is a loyal minister.,Social Military Politics,
ZH_0317,G,国强民不受辱，民强国不受侮,ZH,只有国家强大了，人们才不会受到侮辱；人们能自强奋进，国家就可以避免受到欺侮。,"Only when the nation is strong will its people not be humiliated; when the people strive for self-improvement, the nation can avoid being bullied.",Social Military Politics,
ZH_0318,G,国危思良将，世乱念忠臣,ZH,指国家遇到危难、社会出现动乱的时候，迫切需要良将忠臣来平定动乱、治理国家。泛指在遇到困难之时，才意识到急需忠心耿耿能办事的忠臣。,"When the nation is in danger and society is in turmoil, there is an urgent need for capable generals and loyal ministers to quell the disorder and govern the country. In general, it is only when difficulties arise that one realizes how desperately loyal and capable servants are needed.",Social Military Politics,
ZH_0319,G,国无二主，天无二日,ZH,指国家不能有两个国君，就如天上不可以有两个太阳一样，要不然就会相互争斗，争权夺利，使天下大乱。,"A nation cannot have two sovereigns, just as the sky cannot have two suns — otherwise there will be rivalry and power struggles, plunging the realm into chaos.",Social Military Politics,
ZH_0320,G,国以民为本，民以食为天,ZH,对国家来讲，老百姓最重要；对老百姓来讲，吃饭最重要。意思是要关心老百姓的生活，尤其要关心老百姓的温饱问题。,"For the nation, the people are most important; for the people, food is most important. One must be concerned with the livelihood of the common people, especially the problem of ensuring they are fed and clothed.",Social Military Politics,
ZH_0321,G,国以民为根，民以谷为命,ZH,意谓国家的根本是老百姓，老百姓的命根子是粮食。,The foundation of a nation is its people; the lifeline of the people is grain.,Social Military Politics,
ZH_0322,G,国有国法，官有官体，狱有狱例,ZH,指一个国家，从上到下都必须有法律、规章或条例，用作规范人的行为，维护正常的社会秩序。,"From top to bottom, a nation must have laws, regulations, and statutes to govern people's behavior and maintain normal social order.",Social Military Politics,
